order_number,client_id,price,date,name,birthday,city,discount_rate,year
A638,a4c0cac6-c545-4305-b420-a425fba9bce7,760,2022-09-29,Клиент 37,1963-02-06,Москва,36,2022
A639,8980b13b-efe6-42ed-9fc8-53a7ab626a91,958,2022-09-15,Клиент 86,1980-01-13,Москва,36,2022
A640,f308f5d4-98c6-4786-9463-8991e21faed4,928,2022-03-06,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
A641,c84a18f7-171a-4dfd-8f50-c61bca9f805c,780,2022-03-27,Клиент 16,2006-09-30,Новосибирск,28,2022
A642,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,68,2022-12-25,Клиент 12,1997-09-23,Москва,36,2022
A643,8980b13b-efe6-42ed-9fc8-53a7ab626a91,950,2022-04-01,Клиент 86,1980-01-13,Москва,36,2022
A644,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,963,2022-06-15,Клиент 89,1960-07-07,Москва,36,2022
A645,eb993948-9104-4f2e-bec1-d02ad867f8ad,549,2022-03-06,Клиент 87,1967-04-20,Омск,41,2022
A646,ba596613-2837-4f10-b401-ddc1638ef6c3,398,2022-10-29,Клиент 7,1998-07-30,Рязань,30,2022
A647,293223d7-ce1d-4963-9749-c097e2440abf,827,2022-01-09,Клиент 13,1961-11-20,Рязань,30,2022
A648,a4c0cac6-c545-4305-b420-a425fba9bce7,362,2022-08-09,Клиент 37,1963-02-06,Москва,36,2022
A649,19f43080-29a9-446d-93d2-c85600f5fc4f,730,2022-05-23,Клиент 25,2003-08-16,Омск,41,2022
A650,62612b69-051a-4e9c-9570-5b0aea82bb2d,783,2022-08-24,Клиент 64,1959-03-29,Новосибирск,28,2022
A651,1d782e19-845b-4810-8197-f2090722c268,923,2022-04-18,Клиент 93,1979-03-01,Омск,41,2022
A652,226c4242-cb78-4f14-a0b3-e3d47f971e65,95,2022-02-12,Клиент 90,1987-08-01,Омск,41,2022
A653,caa30c78-aa6a-4382-8d21-188952c4083b,126,2022-08-08,Клиент 8,1969-09-06,Новосибирск,28,2022
A654,1d35f8c6-40b9-4e0c-9355-4150182a3991,658,2022-07-23,Клиент 33,2004-05-05,Омск,41,2022
A655,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,623,2022-01-11,Клиент 61,1976-05-13,Омск,41,2022
A656,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,692,2022-05-05,Клиент 30,1966-11-10,Рязань,30,2022
A657,cad18e62-8520-4e08-99d9-73aa46dcf71a,98,2022-08-12,Клиент 77,1975-05-07,Москва,36,2022
A658,575eab93-45c1-4327-b57b-ad359da78ac5,362,2022-06-06,Клиент 55,1959-10-09,Рязань,30,2022
A659,44fa35b5-c799-463e-bcb4-a460ae4c3290,592,2022-08-08,Клиент 70,1989-09-15,Омск,41,2022
A660,cad18e62-8520-4e08-99d9-73aa46dcf71a,444,2022-07-28,Клиент 77,1975-05-07,Москва,36,2022
A661,c84a18f7-171a-4dfd-8f50-c61bca9f805c,807,2022-12-25,Клиент 16,2006-09-30,Новосибирск,28,2022
A662,1b6bce7c-8a6d-474d-853c-dcdc73191cce,710,2022-03-31,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A663,293223d7-ce1d-4963-9749-c097e2440abf,795,2022-02-11,Клиент 13,1961-11-20,Рязань,30,2022
A664,216d9c79-b849-4826-ba8f-9711ba0fcefa,482,2022-12-04,Клиент 31,1955-06-22,Рязань,30,2022
A665,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,127,2022-11-10,Клиент 65,2010-12-22,Москва,36,2022
A666,d66e24bb-0415-438a-bfdf-5c3d993bb48a,212,2022-01-04,Клиент 29,1966-08-06,Омск,41,2022
A667,a4c0cac6-c545-4305-b420-a425fba9bce7,488,2022-08-27,Клиент 37,1963-02-06,Москва,36,2022
A668,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,901,2022-04-16,Клиент 48,1972-01-26,Новосибирск,28,2022
A669,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,230,2022-07-17,Клиент 96,1952-12-13,Рязань,30,2022
A670,f308f5d4-98c6-4786-9463-8991e21faed4,482,2022-10-06,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
A671,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,442,2022-08-15,Клиент 3,1984-11-10,Москва,36,2022
A672,b589fbac-5841-4a78-a8c0-d70dc041200d,465,2022-10-03,Клиент 44,2005-08-18,Рязань,30,2022
A673,4512f211-9c1b-4b27-b4b4-5df451cc6066,481,2022-07-19,Клиент 9,2008-08-02,Санкт-Петербург,37,2022
A674,b589fbac-5841-4a78-a8c0-d70dc041200d,20,2022-11-29,Клиент 44,2005-08-18,Рязань,30,2022
A675,4201afc1-0ca8-4454-9926-fe79109af705,990,2022-12-08,Клиент 75,1979-04-18,Новосибирск,28,2022
A676,1d35f8c6-40b9-4e0c-9355-4150182a3991,980,2022-05-26,Клиент 33,2004-05-05,Омск,41,2022
A677,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,226,2022-12-08,Клиент 63,1985-04-08,Новосибирск,28,2022
A678,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,27,2022-01-08,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A679,206e5437-09af-4235-aa67-85003a57f2f2,681,2022-05-01,Клиент 80,1977-12-02,Рязань,30,2022
A680,77aab275-1898-409d-8138-71a760fd60d6,414,2022-07-10,Клиент 53,2009-05-22,Москва,36,2022
A681,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,674,2022-07-26,Клиент 3,1984-11-10,Москва,36,2022
A682,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,596,2022-09-14,Клиент 38,1952-01-25,Санкт-Петербург,37,2022
A683,77aab275-1898-409d-8138-71a760fd60d6,605,2022-06-16,Клиент 53,2009-05-22,Москва,36,2022
A684,32e1dae0-1c94-467c-8100-cf614abaa656,483,2022-01-02,Клиент 82,1990-08-20,Санкт-Петербург,37,2022
A685,b1113844-4bb7-4866-8917-794fa4d2fbcf,380,2022-02-15,Клиент 76,1991-12-14,Новосибирск,28,2022
A686,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,43,2022-11-12,Клиент 51,1963-06-11,Москва,36,2022
A687,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,627,2022-03-07,Клиент 62,1999-10-22,Москва,36,2022
A688,2e17807d-f5b8-40d0-86e7-83650f1e676f,523,2022-05-23,Клиент 4,1998-03-20,Новосибирск,28,2022
A689,bc8ed658-2b87-4abf-832e-f047088492bd,883,2022-02-08,Клиент 45,1982-08-10,Омск,41,2022
A690,b16a7054-5b4b-4adb-83af-ad6dd132c28f,135,2022-07-25,Клиент 52,1973-01-19,Рязань,30,2022
A691,f308f5d4-98c6-4786-9463-8991e21faed4,193,2022-03-31,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
A692,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,442,2022-08-28,Клиент 40,1969-09-10,Новосибирск,28,2022
A693,384f440d-bd59-4c27-8e2a-0bad07d0a670,481,2022-09-02,Клиент 73,1952-04-02,Омск,41,2022
A694,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,812,2022-07-10,Клиент 79,1950-07-24,Рязань,30,2022
A695,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,964,2022-10-12,Клиент 56,1958-03-14,Москва,36,2022
A696,815fbf47-4a93-4bd1-8165-4d59a9945990,925,2022-10-23,Клиент 50,1995-01-25,Новосибирск,28,2022
A697,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,487,2022-12-25,Клиент 56,1958-03-14,Москва,36,2022
A698,db935903-dd3e-4960-85d8-9ea5335b6f29,514,2022-12-02,Клиент 95,1995-05-07,Омск,41,2022
A699,2dda0e1a-69fc-4894-ae3e-83e4081526ac,485,2022-04-07,Клиент 23,1983-10-22,Новосибирск,28,2022
A700,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,701,2022-04-15,Клиент 35,2007-09-06,Омск,41,2022
A701,9ced20f2-f69e-4f4e-8305-249c2eb111cd,502,2022-03-30,Клиент 54,1953-04-03,Санкт-Петербург,37,2022
A702,b2772ad1-2a59-4be3-bd10-d92e9c2b39ab,889,2022-03-28,Клиент 84,1978-11-09,Рязань,30,2022
A703,216d9c79-b849-4826-ba8f-9711ba0fcefa,901,2022-05-26,Клиент 31,1955-06-22,Рязань,30,2022
A704,3fb4e004-de74-4ce3-9180-90e1788f7dfb,370,2022-03-29,Клиент 22,1996-07-09,Москва,36,2022
A705,926c400e-e774-4e19-972b-c35c5e3cbfb0,27,2022-06-12,Клиент 49,1979-03-18,Москва,36,2022
A706,eb993948-9104-4f2e-bec1-d02ad867f8ad,698,2022-07-27,Клиент 87,1967-04-20,Омск,41,2022
A707,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,863,2022-07-15,Клиент 34,1954-12-26,Новосибирск,28,2022
A708,950e0357-06da-4291-83ac-1884b17567cb,556,2022-04-04,Клиент 97,1959-03-25,Москва,36,2022
A709,29976bd7-d71a-43a6-9404-f3b5e920d76e,38,2022-06-06,Клиент 66,1979-10-12,Омск,41,2022
A710,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,453,2022-04-04,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A711,9ced20f2-f69e-4f4e-8305-249c2eb111cd,905,2022-12-11,Клиент 54,1953-04-03,Санкт-Петербург,37,2022
A712,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,456,2022-06-22,Клиент 65,2010-12-22,Москва,36,2022
A713,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,740,2022-05-28,Клиент 48,1972-01-26,Новосибирск,28,2022
A714,763531f3-1b43-4a55-ab3a-80b05320b7c3,304,2022-07-01,Клиент 20,1978-12-09,Рязань,30,2022
A715,a4c0cac6-c545-4305-b420-a425fba9bce7,467,2022-08-02,Клиент 37,1963-02-06,Москва,36,2022
A716,db935903-dd3e-4960-85d8-9ea5335b6f29,799,2022-07-27,Клиент 95,1995-05-07,Омск,41,2022
A717,b589fbac-5841-4a78-a8c0-d70dc041200d,21,2022-08-27,Клиент 44,2005-08-18,Рязань,30,2022
A718,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,346,2022-09-19,Клиент 85,1971-02-22,Санкт-Петербург,37,2022
A719,dcade44c-a70a-4da4-8d8c-55d8417d12bf,354,2022-11-16,Клиент 92,1959-12-15,Москва,36,2022
A720,adc33787-36b2-406e-aca0-7bef6436120b,618,2022-04-15,Клиент 27,1960-07-07,Омск,41,2022
A721,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,743,2022-06-22,Клиент 48,1972-01-26,Новосибирск,28,2022
A722,40b78282-b558-486c-b0d3-0d6ff84dc360,591,2022-07-17,Клиент 81,1999-03-22,Москва,36,2022
A723,12f1803f-28d6-40d2-bb08-443fcf71a6bd,887,2022-05-20,Клиент 59,1976-08-24,Москва,36,2022
A724,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,371,2022-05-22,Клиент 2,2002-02-17,Рязань,30,2022
A725,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,830,2022-10-17,Клиент 48,1972-01-26,Новосибирск,28,2022
A726,db935903-dd3e-4960-85d8-9ea5335b6f29,575,2022-09-01,Клиент 95,1995-05-07,Омск,41,2022
A727,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,242,2022-11-22,Клиент 65,2010-12-22,Москва,36,2022
A728,474ffbab-5bed-4667-951c-c7d09e1b0acf,997,2022-04-13,Клиент 57,1986-12-20,Новосибирск,28,2022
A729,1d35f8c6-40b9-4e0c-9355-4150182a3991,433,2022-12-22,Клиент 33,2004-05-05,Омск,41,2022
A730,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,194,2022-11-28,Клиент 1,1980-11-18,Новосибирск,28,2022
A731,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,92,2022-08-14,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A732,c95a8db2-1ef2-48a7-8357-0eee018d636c,892,2022-04-02,Клиент 6,1962-09-08,Рязань,30,2022
A733,384f440d-bd59-4c27-8e2a-0bad07d0a670,177,2022-04-10,Клиент 73,1952-04-02,Омск,41,2022
A734,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,386,2022-04-05,Клиент 61,1976-05-13,Омск,41,2022
A735,c84a18f7-171a-4dfd-8f50-c61bca9f805c,501,2022-02-19,Клиент 16,2006-09-30,Новосибирск,28,2022
A736,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,766,2022-02-03,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A737,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,443,2022-04-30,Клиент 1,1980-11-18,Новосибирск,28,2022
A738,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,356,2022-12-29,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A739,4e1fd602-c679-438f-b2c5-b359d7d1e58b,584,2022-02-21,Клиент 41,2000-12-06,Рязань,30,2022
A740,1cbd1897-fb4d-42b4-be34-42340bacdd12,657,2022-08-14,Клиент 99,1977-04-08,Санкт-Петербург,37,2022
A741,cf8abd58-0113-409a-b3ec-579cef6e046d,34,2022-08-24,Клиент 11,2010-04-11,Рязань,30,2022
A742,815fbf47-4a93-4bd1-8165-4d59a9945990,707,2022-12-02,Клиент 50,1995-01-25,Новосибирск,28,2022
A743,a4c0cac6-c545-4305-b420-a425fba9bce7,344,2022-11-23,Клиент 37,1963-02-06,Москва,36,2022
A744,ad84dff0-e508-418f-a979-f8ab512d7d8b,428,2022-02-26,Клиент 28,1999-07-01,Рязань,30,2022
A745,eb993948-9104-4f2e-bec1-d02ad867f8ad,735,2022-01-31,Клиент 87,1967-04-20,Омск,41,2022
A746,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,172,2022-10-09,Клиент 47,1960-03-08,Рязань,30,2022
A747,474ffbab-5bed-4667-951c-c7d09e1b0acf,16,2022-10-04,Клиент 57,1986-12-20,Новосибирск,28,2022
A748,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,791,2022-08-03,Клиент 34,1954-12-26,Новосибирск,28,2022
A749,d66e24bb-0415-438a-bfdf-5c3d993bb48a,14,2022-03-22,Клиент 29,1966-08-06,Омск,41,2022
A750,62612b69-051a-4e9c-9570-5b0aea82bb2d,634,2022-05-15,Клиент 64,1959-03-29,Новосибирск,28,2022
A751,ba596613-2837-4f10-b401-ddc1638ef6c3,391,2022-11-18,Клиент 7,1998-07-30,Рязань,30,2022
A752,12f1803f-28d6-40d2-bb08-443fcf71a6bd,939,2022-06-29,Клиент 59,1976-08-24,Москва,36,2022
A753,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,328,2022-12-05,Клиент 0,1991-02-04,Новосибирск,28,2022
A754,655155c0-6c6d-476c-9de0-c29b2c6917d5,53,2022-07-12,Клиент 88,1962-04-18,Москва,36,2022
A755,e960b580-dfab-4ade-8775-573f51141494,941,2022-04-18,Клиент 69,1997-11-22,Новосибирск,28,2022
A756,1d35f8c6-40b9-4e0c-9355-4150182a3991,614,2022-03-05,Клиент 33,2004-05-05,Омск,41,2022
A757,1d35f8c6-40b9-4e0c-9355-4150182a3991,518,2022-08-27,Клиент 33,2004-05-05,Омск,41,2022
A758,72634e02-e4ec-46f4-a542-7c8712f219f8,436,2022-11-29,Клиент 18,1966-05-25,Санкт-Петербург,37,2022
A759,7d794c88-a26e-42a4-95ce-96868208d95a,107,2022-03-09,Клиент 32,1957-05-23,Омск,41,2022
A760,1751f1a2-7c0f-40d1-ac31-31e49122f7be,145,2022-03-28,Клиент 91,1951-03-03,Рязань,30,2022
A761,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,961,2022-02-05,Клиент 26,1976-05-10,Рязань,30,2022
A762,4512f211-9c1b-4b27-b4b4-5df451cc6066,618,2022-11-07,Клиент 9,2008-08-02,Санкт-Петербург,37,2022
A763,2e17807d-f5b8-40d0-86e7-83650f1e676f,108,2022-04-11,Клиент 4,1998-03-20,Новосибирск,28,2022
A764,3fb4e004-de74-4ce3-9180-90e1788f7dfb,98,2022-03-01,Клиент 22,1996-07-09,Москва,36,2022
A765,77aab275-1898-409d-8138-71a760fd60d6,767,2022-01-09,Клиент 53,2009-05-22,Москва,36,2022
A766,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,248,2022-08-30,Клиент 65,2010-12-22,Москва,36,2022
A767,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,212,2022-03-11,Клиент 26,1976-05-10,Рязань,30,2022
A768,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,465,2022-06-24,Клиент 35,2007-09-06,Омск,41,2022
A769,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,778,2022-03-28,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A770,b589fbac-5841-4a78-a8c0-d70dc041200d,272,2022-05-31,Клиент 44,2005-08-18,Рязань,30,2022
A771,1d782e19-845b-4810-8197-f2090722c268,427,2022-12-14,Клиент 93,1979-03-01,Омск,41,2022
A772,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,659,2022-01-07,Клиент 1,1980-11-18,Новосибирск,28,2022
A773,950e0357-06da-4291-83ac-1884b17567cb,345,2022-04-29,Клиент 97,1959-03-25,Москва,36,2022
A774,984b1240-267a-44c1-b8cd-d430a7c75b01,876,2022-01-23,Клиент 72,1997-04-23,Новосибирск,28,2022
A775,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,781,2022-12-15,Клиент 79,1950-07-24,Рязань,30,2022
A776,1d35f8c6-40b9-4e0c-9355-4150182a3991,535,2022-12-19,Клиент 33,2004-05-05,Омск,41,2022
A777,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,555,2022-09-12,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A778,b16a7054-5b4b-4adb-83af-ad6dd132c28f,339,2022-03-29,Клиент 52,1973-01-19,Рязань,30,2022
A779,655155c0-6c6d-476c-9de0-c29b2c6917d5,231,2022-03-07,Клиент 88,1962-04-18,Москва,36,2022
A780,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,231,2022-09-19,Клиент 51,1963-06-11,Москва,36,2022
A781,77aab275-1898-409d-8138-71a760fd60d6,675,2022-06-27,Клиент 53,2009-05-22,Москва,36,2022
A782,4e666f67-ebc4-4d8a-9132-3c183c729ccc,97,2022-01-23,Клиент 24,2006-04-20,Рязань,30,2022
A783,c84a18f7-171a-4dfd-8f50-c61bca9f805c,260,2022-10-18,Клиент 16,2006-09-30,Новосибирск,28,2022
A784,926c400e-e774-4e19-972b-c35c5e3cbfb0,159,2022-07-10,Клиент 49,1979-03-18,Москва,36,2022
A785,655155c0-6c6d-476c-9de0-c29b2c6917d5,454,2022-10-11,Клиент 88,1962-04-18,Москва,36,2022
A786,caa30c78-aa6a-4382-8d21-188952c4083b,993,2022-11-18,Клиент 8,1969-09-06,Новосибирск,28,2022
A787,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,342,2022-05-08,Клиент 12,1997-09-23,Москва,36,2022
A788,40b78282-b558-486c-b0d3-0d6ff84dc360,972,2022-05-21,Клиент 81,1999-03-22,Москва,36,2022
A789,d4fe3772-7d19-40a0-a868-ee003cceeaf4,737,2022-02-17,Клиент 74,1973-01-03,Новосибирск,28,2022
A790,3f95cb87-c246-42eb-98d8-c398e4d07a62,260,2022-09-13,Клиент 21,1972-05-12,Новосибирск,28,2022
A791,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,329,2022-04-07,Клиент 38,1952-01-25,Санкт-Петербург,37,2022
A792,9ced20f2-f69e-4f4e-8305-249c2eb111cd,184,2022-12-07,Клиент 54,1953-04-03,Санкт-Петербург,37,2022
A793,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,733,2022-04-01,Клиент 89,1960-07-07,Москва,36,2022
A794,a4e6cd52-023f-4994-b6c2-d889aea4dd34,612,2022-06-03,Клиент 10,1955-10-03,Новосибирск,28,2022
A795,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,184,2022-09-29,Клиент 96,1952-12-13,Рязань,30,2022
A796,d66e24bb-0415-438a-bfdf-5c3d993bb48a,789,2022-03-12,Клиент 29,1966-08-06,Омск,41,2022
A797,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,775,2022-02-15,Клиент 61,1976-05-13,Омск,41,2022
A798,86f52483-c6ca-4832-9adb-d838c21bf8ca,125,2022-07-18,Клиент 46,2010-06-20,Омск,41,2022
A799,226c4242-cb78-4f14-a0b3-e3d47f971e65,907,2022-10-15,Клиент 90,1987-08-01,Омск,41,2022
A800,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,647,2022-11-19,Клиент 38,1952-01-25,Санкт-Петербург,37,2022
A801,f308f5d4-98c6-4786-9463-8991e21faed4,576,2022-11-12,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
A802,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,797,2022-05-03,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A803,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,730,2022-04-23,Клиент 30,1966-11-10,Рязань,30,2022
A804,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,419,2022-01-13,Клиент 38,1952-01-25,Санкт-Петербург,37,2022
A805,d66e24bb-0415-438a-bfdf-5c3d993bb48a,869,2022-05-22,Клиент 29,1966-08-06,Омск,41,2022
A806,926c400e-e774-4e19-972b-c35c5e3cbfb0,662,2022-10-22,Клиент 49,1979-03-18,Москва,36,2022
A807,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,107,2022-03-20,Клиент 61,1976-05-13,Омск,41,2022
A808,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,918,2022-10-12,Клиент 48,1972-01-26,Новосибирск,28,2022
A809,3a63dc54-4171-44df-b611-05fc6835799e,943,2022-10-06,Клиент 68,2004-11-14,Москва,36,2022
A810,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,936,2022-09-18,Клиент 12,1997-09-23,Москва,36,2022
A811,293223d7-ce1d-4963-9749-c097e2440abf,859,2022-08-02,Клиент 13,1961-11-20,Рязань,30,2022
A812,3a63dc54-4171-44df-b611-05fc6835799e,572,2022-07-02,Клиент 68,2004-11-14,Москва,36,2022
A813,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,654,2022-08-16,Клиент 56,1958-03-14,Москва,36,2022
A814,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,583,2022-02-03,Клиент 60,1993-03-10,Санкт-Петербург,37,2022
A815,206e5437-09af-4235-aa67-85003a57f2f2,46,2022-04-07,Клиент 80,1977-12-02,Рязань,30,2022
A816,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,953,2022-07-03,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A817,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,670,2022-11-09,Клиент 0,1991-02-04,Новосибирск,28,2022
A818,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,363,2022-12-01,Клиент 47,1960-03-08,Рязань,30,2022
A819,adc33787-36b2-406e-aca0-7bef6436120b,423,2022-06-20,Клиент 27,1960-07-07,Омск,41,2022
A820,cf8abd58-0113-409a-b3ec-579cef6e046d,74,2022-07-19,Клиент 11,2010-04-11,Рязань,30,2022
A821,763531f3-1b43-4a55-ab3a-80b05320b7c3,913,2022-11-18,Клиент 20,1978-12-09,Рязань,30,2022
A822,1751f1a2-7c0f-40d1-ac31-31e49122f7be,490,2022-05-26,Клиент 91,1951-03-03,Рязань,30,2022
A823,b1113844-4bb7-4866-8917-794fa4d2fbcf,458,2022-12-12,Клиент 76,1991-12-14,Новосибирск,28,2022
A824,4e666f67-ebc4-4d8a-9132-3c183c729ccc,709,2022-01-02,Клиент 24,2006-04-20,Рязань,30,2022
A825,a4e6cd52-023f-4994-b6c2-d889aea4dd34,578,2022-07-02,Клиент 10,1955-10-03,Новосибирск,28,2022
A826,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,446,2022-11-15,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A827,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,618,2022-11-16,Клиент 71,1995-09-25,Москва,36,2022
A828,cad18e62-8520-4e08-99d9-73aa46dcf71a,120,2022-05-02,Клиент 77,1975-05-07,Москва,36,2022
A829,e960b580-dfab-4ade-8775-573f51141494,859,2022-02-01,Клиент 69,1997-11-22,Новосибирск,28,2022
A830,474ffbab-5bed-4667-951c-c7d09e1b0acf,91,2022-09-01,Клиент 57,1986-12-20,Новосибирск,28,2022
A831,19f43080-29a9-446d-93d2-c85600f5fc4f,983,2022-05-11,Клиент 25,2003-08-16,Омск,41,2022
A832,28bdef79-d755-4faa-bfe1-e520abd42e56,369,2022-10-22,Клиент 94,2004-10-22,Москва,36,2022
A833,4e1fd602-c679-438f-b2c5-b359d7d1e58b,465,2022-04-24,Клиент 41,2000-12-06,Рязань,30,2022
A834,216d9c79-b849-4826-ba8f-9711ba0fcefa,466,2022-12-28,Клиент 31,1955-06-22,Рязань,30,2022
A835,226c4242-cb78-4f14-a0b3-e3d47f971e65,446,2022-01-27,Клиент 90,1987-08-01,Омск,41,2022
